	000		96	1	41.549472	0.6526115	220	1.431702	1.446953	3.327148	0.3474814	-58.61746	-1.164536	3.671572	-9.045875	0.2854955	0.1057889	-0.2867138	2805330
	001		96	1	41.5494688	0.6526155	221	1.633744	1.651174	0.6191285	-0.7759766	-58.9858	-0.112776	1.046847	-10.46379	-0.4238259	0.06008978	0.2117806	2806080
	002		96	1	41.5494592	0.6526171	221	1.573992	1.590811	-1.323014	-2.132499	-59.91683	-4.686895	1.33748	-8.992206	0.116225	-0.2653469	-0.06188684	2806880
	003		96	1	41.5494592	0.6526226	221	1.390507	1.405395	-4.098569	-3.490819	-60.59026	1.286997	-2.43987	-7.28062	-0.1868905	0.02235417	-0.01592993	2807630
	004		96	1	41.5494624	0.6527144	226	1.352648	1.36746	-4.72716	-2.798556	-60.13792	-2.194794	3.956802	-13.20597	-0.04422761	-0.09663881	-0.01407383	2814780
	005		96	1	41.5494624	0.6527236	227	1.238307	1.251917	-6.149897	-3.250469	-60.221	-1.471186	-2.324411	-8.605818	0.05987266	-0.1725525	0.02779689	2815530
	006		96	1	41.5494688	0.6527527	230	1.375981	1.391277	-2.711632	-2.664614	-60.2972	-0.3949627	3.666663	-10.1927	0.08633587	-0.1380761	-0.1659744	2818430
	007		96	1	41.5494688	0.6527611	231	1.219311	1.232913	-4.78801	-3.797934	-58.95421	-1.764698	-3.796748	-10.35005	0.1187036	0.0009436723	-0.02146884	2819180
	008		96	1	41.549472	0.6527874	233	0.4106366	0.4152579	-3.385096	-2.007193	-56.41994	-1.494371	-4.744073	-9.823847	0.06455914	-0.002509195	-0.04847036	2822830
	009		96	1	41.5494688	0.6527881	232	1.251042	1.265096	-1.462972	4.826876	-58.16344	-2.479389	-4.085731	-9.872671	0.2614927	-0.119332	-0.12478	2825080
	010		96	1	41.549472	0.6527874	232	1.46695	1.483438	-1.431354	-1.67016	-58.40162	0.6346753	4.74538	-12.55656	0.1088691	-0.2056372	-0.1024954	2826590
	011		96	1	41.5494752	0.6528175	233	1.801232	1.821553	-0.7028829	0.3635724	-59.22374	-2.966129	-3.226833	-10.00946	0.238146	-0.03966891	-0.06874859	2828640
	012		96	1	41.5494784	0.6528324	234	2.223625	2.248845	-3.900898	-1.441764	-59.34949	1.840957	1.422188	-9.003681	-0.3653205	0.01445581	0.08450493	2829440
	013		96	1	41.5494784	0.652844	235	2.112703	2.136755	-6.880044	-3.606113	-60.2582	2.622785	0.3469791	-9.801571	-0.1071062	-0.007631219	0.2016695	2830040
	014		96	1	41.5494912	0.6528942	237	1.715115	1.734825	-3.036935	-2.97339	-57.02177	-0.5302868	5.315376	-9.733984	-0.09207559	0.02762126	0.1892428	2831590
	015		96	1	41.5494912	0.6529195	239	1.736032	1.756092	-2.494471	-3.636303	-57.7311	2.289138	1.684291	-8.37896	-0.2588016	0.1086205	0.1016053	2832390
	016		96	1	41.5494592	0.6529636	238	1.52903	1.546667	-3.671354	1.18989	-56.12815	-2.988941	3.553413	-12.0859	0.2444695	0.09078842	0.03044052	2846490
	017		96	1	41.5494112	0.6529883	236	1.644417	1.663178	-4.768491	-0.7535103	-60.16813	2.634956	3.824809	-10.66194	-0.03056226	0.03545134	0.02626303	2851790
	018		96	1	41.549424	0.6530297	238	2.026907	2.050285	-5.024726	-1.241586	-60.96481	2.039065	-1.734151	-8.714545	-0.2378735	0.06656476	0.152439	2853340
	019		96	1	41.5494272	0.6530502	240	2.009118	2.032426	-3.839362	-4.169984	-60.5509	-1.447716	2.757349	-13.01665	0.2074132	-0.2541256	-0.2143164	2854140
	020		96	1	41.549424	0.6531193	243	1.039142	1.051366	-9.39153	-4.570292	-58.31112	-2.103182	0.509212	-9.926237	0.1301662	0.03080266	0.2504851	2857140
	021		96	1	41.5494272	0.6531318	243	0.7747595	0.783877	-1.481222	2.233639	-55.58471	1.580342	4.505534	-9.395972	-0.06427813	0.2092583	0.1177789	2858590
	022		96	1	41.5493984	0.6531495	242	1.11434	1.127412	-5.607578	-1.313233	-54.79919	-4.160039	3.309016	-9.588953	0.1425898	-0.1902009	-0.143332	2864440
	023		96	1	41.5493664	0.6531888	242	1.237687	1.252185	-2.948872	-0.9581203	-53.80375	-3.097668	-2.772298	-8.878103	0.3101858	-0.009996714	-0.01606519	2870600
	024		96	1	41.549184	0.6534536	242	1.651768	1.671107	-5.560178	-3.261004	-49.28384	0.6145838	-2.020834	-8.911429	-0.2751613	0.05238778	0.01462353	2905750
	025		96	1	41.549168	0.6535172	244	1.961838	1.984986	-2.911343	-0.9329329	-49.5423	1.318043	-5.648937	-8.632542	0.0285872	-0.1778193	-0.0343972	2908700
	026		96	1	41.5491648	0.6535356	245	1.984859	2.008363	-5.504176	-3.888112	-49.29001	-2.477361	4.975191	-11.9483	-0.03429369	-0.1179608	-0.1960615	2909450
